Domain,Competitor Relevance,Common Keywords,Organic Keywords,Organic Traffic,Organic Cost,Adwords Keywords
beaconlearningcenter.com,0.006520203,134,13474,11900,10898.00,0
bristol.ac.uk,0.0064647393,245,163451,80995,97437.00,0
paulding.k12.ga.us,0.0064355657,137,47927,109327,88618.00,0
puzzles-to-print.com,0.0064099813,186,9163,58732,39097.00,0
the-best-childrens-books.org,0.0063949595,197,26073,31783,15720.00,0
hbcsd.org,0.006391513,126,12409,10527,4367.00,0
youngwriters.co.uk,0.006390652,198,5724,22660,8334.00,0
vannuysms.org,0.0063877404,142,2544,3564,10160.00,0
eslkidstuff.com,0.0063837944,175,27728,12607,6061.00,0
readingresource.net,0.0063824626,140,5307,4263,2674.00,0
homeschoolden.com,0.0063747177,132,8110,2117,1372.00,0
rainbowresource.com,0.0063558444,261,109439,82473,33143.00,0
ohsd.net,0.0063294973,118,12683,18110,5903.00,0
guruparents.com,0.006327095,179,7560,13182,1977.00,0
writingforward.com,0.006321327,181,13621,13208,14322.00,0
homeschooling-ideas.com,0.0063033453,95,6405,8946,10491.00,0
kindergartenmom.com,0.006299558,179,3001,4181,1175.00,0
lexialearning.com,0.006294286,135,16327,205672,334404.00,3
totschooling.net,0.0062891464,227,19262,17419,13578.00,0
engvid.com,0.0062817954,221,69663,124651,232310.00,0
shakopee.k12.mn.us,0.0062797046,141,18178,26916,14042.00,0
kidsactivitiesblog.com,0.006271335,260,133434,146417,155406.00,0
pcc.edu,0.006251416,217,150436,370238,531283.00,0
servicescape.com,0.0062492,216,19206,84646,70334.00,34
teachitprimary.co.uk,0.0062390054,160,9839,3132,142.00,0
pagingsupermom.com,0.0062194443,144,9376,4253,1516.00,0
lexico.com,0.006175937,1010,651538,4078611,2227763.00,0
literacyworldwide.org,0.006171911,172,32461,25768,24249.00,0
teachingwithamountainview.com,0.0061678896,139,5511,3464,644.00,0
sharemylesson.com,0.0061666262,181,31330,27575,45638.00,12
worksheetgenius.com,0.0061568823,166,6845,2758,796.00,0
coreknowledge.org,0.0061519025,164,39571,18175,13770.00,0
classzone.com,0.0061302693,224,110838,142743,59587.00,0
mycalcas.com,0.006094121,115,4190,2726,4527.00,31
abcya.com,0.0060605146,294,139042,4231220,8739524.00,0
poetryfoundation.org,0.006055768,521,444628,3619267,2628383.00,224
fluentu.com,0.006043871,758,645133,1397730,1186546.00,9
learninggamesforkids.com,0.006002938,175,22411,67695,101589.00,0
polk.k12.ga.us,0.005985502,127,26822,28026,13462.00,0
sfbar.org,0.0059781144,131,25209,19803,45646.00,0
wordsinasentence.com,0.0059753708,268,84341,384211,53256.00,0
sophia.org,0.0059664384,189,86406,106293,72535.00,0
rpdp.net,0.0059372215,173,31467,17482,4097.00,0
cengage.com,0.005910532,457,395948,1101850,1971661.00,206
milwaukee.k12.wi.us,0.005900564,190,63710,204451,409812.00,0
lessonsnips.com,0.0058991914,138,3037,605,79.00,0
henry.k12.ga.us,0.0058961674,226,118599,183692,112929.00,0
landmarkoutreach.org,0.005893867,146,3882,17195,22588.00,0
cnm.edu,0.0058890693,155,61511,216771,163054.00,24
ultius.com,0.005880298,185,23625,20050,22499.00,0
uvic.ca,0.0058626044,262,221080,108970,69061.00,3
imlovinlit.com,0.0058534727,111,5126,2314,847.00,0
readtheory.org,0.005851054,115,6293,279429,537830.00,0
jjmdesigns.com,0.005827807,186,996,7314,632.00,0
readingbyphonics.com,0.0058241403,146,3515,3425,985.00,0
oncoursesystems.com,0.0058105043,137,52902,79730,143579.00,0
elpac.org,0.0058103735,134,6435,9999,11627.00,0
theenglishspace.com,0.005810133,129,5214,3873,594.00,0
fergusonhs.org,0.005803009,140,8169,14737,21403.00,0
learn-english-have-fun.com,0.005777529,164,10852,10181,1503.00,0
tcoe.org,0.005769276,162,23066,16293,12904.00,0
wsfcs.k12.nc.us,0.0057608145,217,140663,220485,264594.00,0
ncte.org,0.005750991,163,72196,47216,68548.00,3
carsondellosa.com,0.0057308334,161,29437,42896,25192.00,268
tcu2905.us,0.0057284357,112,5925,5542,1214.00,0
kibin.com,0.0057048197,299,151954,93446,39794.00,1
kentlaw.edu,0.0056982134,135,11464,8409,6714.00,0
liveworksheets.com,0.005696441,138,9275,1366,212.00,0
sentencedict.com,0.005633433,287,128016,262375,40844.00,0
edb.gov.hk,0.005630583,132,43460,14251,5342.00,0
educationwithfun.com,0.00559556,115,7223,3847,32.00,0
supereasystorytelling.com,0.005594814,143,1654,5140,969.00,0
template.net,0.005550772,803,574256,1129841,1593880.00,112
custom-writing.org,0.005539537,173,34610,39478,53743.00,0
loopsandtails.com,0.0055376994,175,1125,21320,5879.00,0
preply.com,0.005529286,313,202478,763278,774237.00,534
nearpod.com,0.005525776,132,29795,511267,1309280.00,9
eslwriting.org,0.0055212434,89,2888,1129,709.00,0
neenah.k12.wi.us,0.0055102417,127,11327,21831,9806.00,0
grammarflip.com,0.0054267985,103,2051,6441,15070.00,0
thesaurus.com,0.005399935,743,921199,42840806,19919059.00,0
english-zone.com,0.0053943065,108,4812,4738,1516.00,0
eslbase.com,0.005386093,148,32612,13859,6561.00,0
stcloudstate.edu,0.0053665256,189,73350,159418,240172.00,5
kidsplayandcreate.com,0.0053437925,164,28854,31248,16522.00,0
d57.org,0.005338127,95,3088,5638,1640.00,0
rudolphacademy.com,0.0053359885,120,10037,5603,2023.00,0
build-creative-writing-ideas.com,0.005325981,159,3979,3493,1355.00,0
slps.org,0.005318688,156,55079,73491,72872.00,0
parenttoolkit.com,0.005299067,137,42878,33050,96219.00,0
watchknowlearn.org,0.00529234,165,39124,20884,8456.00,0
openschool.bc.ca,0.005282363,101,5635,1850,153.00,0
blessedbeyondadoubt.com,0.005282059,124,9717,6865,17228.00,0
readingkingdom.com,0.0052675577,133,4943,6497,7012.00,0
owlcation.com,0.0052671893,595,670912,1315245,650894.00,0
jeopardylabs.com,0.0052636126,181,96849,101206,180417.00,0
literacycenter.net,0.0052625146,115,1748,4859,2461.00,0
nbpschools.net,0.005255291,105,8003,14850,10350.00,0
vappingo.com,0.00525004,157,8722,21139,13191.00,0
e-grammar.org,0.005249863,128,5495,5300,268.00,0
bookunitsteacher.com,0.0052474653,126,14520,7559,10772.00,0
actionfactor.com,0.0052388674,142,6359,6770,892.00,0
cultofpedagogy.com,0.0051974924,158,60377,66971,92675.00,0
homeschool.com,0.005141367,93,17269,29635,137550.00,0
everythingenglishblog.com,0.0051300726,128,4477,3185,1412.00,0
a4esl.org,0.005128583,143,27350,18283,17825.00,0
kindergartenworksheetsandgames.com,0.005118861,144,7170,2340,1029.00,0
dyc.edu,0.005114076,119,34072,36074,108216.00,2
studyladder.com,0.005107656,124,9860,20068,49452.00,0
etymonline.com,0.0051021436,335,233691,1079271,551937.00,0
thekindergartenconnection.com,0.005081195,153,22862,14387,11148.00,0
schoolwires.net,0.005073366,402,439419,697592,737663.00,0
duxbury.k12.ma.us,0.005057276,102,9555,15848,5050.00,0
mesacc.edu,0.0050241575,249,167442,404802,574907.00,0
cbsd.org,0.005023458,146,70056,126945,135864.00,0
esolcourses.com,0.0049881483,153,41322,75322,32264.00,0
grammar-island.com,0.0049715377,118,1860,726,42.00,0
whitesmoke.com,0.0049705724,139,17826,31036,38784.00,6
stleonards.vic.edu.au,0.0049581733,88,5908,3051,1814.00,0
uottawa.ca,0.0049464274,197,139607,99662,69456.00,6
math-drills.com,0.0049125096,175,44713,81555,65834.00,0
writersdigest.com,0.0049103564,229,109730,223881,373272.00,1
learningdifferences.com,0.004901471,133,1290,4816,231.00,0
myvocabulary.com,0.004875467,173,30688,36388,15196.00,0
doozymoo.com,0.004858332,149,1446,1553,201.00,0
yourmodernfamily.com,0.004855662,162,115194,124539,87817.00,0
scoe.org,0.0048537413,120,24219,16174,24332.00,0
mbarendezvous.com,0.004839034,118,23295,10006,3890.00,0
studyandexam.com,0.0048336303,164,11816,19965,5980.00,0
net-texts.com,0.0048297495,64,5348,2533,1650.00,0
mpc.edu,0.0048177973,126,25235,59909,77084.00,0
rif.org,0.004811874,140,43420,43961,23420.00,43
prekinders.com,0.0048066718,196,68912,113611,93244.00,0
macmillandictionary.com,0.004792783,1479,907694,23797268,15565188.00,0
ahabitatforlearning.org,0.004792124,115,1009,491,268.00,0
instructure.com,0.0047907936,514,825651,3530136,7332456.00,362
afpcs.org,0.004786737,141,1149,1834,362.00,0
education.vic.gov.au,0.0047785975,195,159373,92434,67731.00,0
momswhothink.com,0.00475153,155,91993,167253,61960.00,0
ascd.org,0.00472976,208,159751,177415,319593.00,69
tutorified.com,0.004715887,97,8623,8715,11616.00,0
rhlschool.com,0.004710241,95,2096,1376,308.00,0
spellquizzer.com,0.004697737,102,1694,1560,303.00,0
deannajump.com,0.0046869502,115,8559,3497,1416.00,0
mrprintables.com,0.0046702097,141,19946,43216,16285.00,0
macmillanyounglearners.com,0.0046633934,108,7900,4803,913.00,0
opened.com,0.0046601435,126,15810,7136,6003.00,0
pbworks.com,0.004656806,310,476558,258233,105973.00,0
thatquiz.org,0.004651452,133,30789,40371,45735.00,0
cliffsnotes.com,0.00463763,551,547773,1511537,929531.00,0
neuhaus.org,0.0046375236,103,5546,2940,9705.00,0
gvsd.org,0.004620552,121,35750,57407,14108.00,0
prepscholar.com,0.004605111,722,584900,3432440,7458335.00,328
helpingwithmath.com,0.0046049533,197,101035,436716,300641.00,0
adlit.org,0.004599458,117,14054,30200,11069.00,0
classcraft.com,0.004587606,104,18823,95448,214355.00,0
ortongillinghamonlinetutor.com,0.0045801788,107,8399,8196,8615.00,1
perfectionlearning.com,0.0045685293,104,21923,21700,11292.00,0
worldclasslearning.com,0.00456783,119,7376,7410,682.00,0
chiefessays.net,0.004565376,158,28611,32873,34102.00,0
bkssps.com,0.004561438,125,913,816,32.00,0
printactivities.com,0.0045576743,145,10243,10533,4406.00,0
socratic.org,0.004544285,1008,904044,5357897,1374239.00,0
enchantingmarketing.com,0.0045440514,151,26933,44246,26949.00,0
stepinto2ndgrade.com,0.004531242,114,4905,1949,196.00,0
myprimaryparadise.com,0.00452891,96,2932,857,194.00,0
upperelementarysnapshots.com,0.0045265243,109,3313,1253,499.00,0
k12.com,0.004503849,99,96986,767866,6377326.00,250
edurite.com,0.0045016673,126,5115,3479,309.00,0
berkeleycountyschools.org,0.0044994834,99,16729,57365,70094.00,0
illinois.edu,0.0044922438,795,1703536,2528328,4144647.00,256
rong-chang.com,0.004484671,115,22844,59867,40281.00,0
englishcurrent.com,0.004477137,84,14656,4972,1709.00,0
alyciazimmerman.com,0.004460525,84,1547,345,77.00,0
assignmentpay.com,0.004457569,149,9119,7803,9676.00,0
mrswintersbliss.com,0.0044440865,112,5978,2930,1604.00,0
une.edu.au,0.0044340678,151,45660,30508,12397.00,7
pioneerinstitute.org,0.0044235415,79,9925,3189,3044.00,18
mpsaz.org,0.0043851556,140,79598,249230,358787.00,0
powerthesaurus.org,0.004360211,473,354847,2710970,666905.00,0
newsela.com,0.0043562474,118,143606,450938,48676.00,11
dltk-teach.com,0.0043557333,169,53012,335244,176477.00,0
henryanker.com,0.004345774,102,7354,8263,1916.00,0
ashleigh-educationjourney.com,0.004344648,84,5207,1350,1123.00,0
funenglishgames.com,0.0043437467,128,12178,12140,13319.00,0
first-english.org,0.0043347524,103,5303,1846,114.00,0
colorincolorado.org,0.004312607,138,56161,35918,44262.00,0
fldoe.org,0.0043113977,204,229152,312867,668380.00,0
gvaschools.org,0.004306921,117,3894,6090,2621.00,0
yougowords.com,0.004306482,168,46374,114039,33440.00,0
oxfordlearnersdictionaries.com,0.004296976,392,365699,1860990,901514.00,0
grammarcheck.net,0.004293734,132,21685,325185,887524.00,0
plainlocal.org,0.0042931256,94,18724,20820,5069.00,0
beachwoodschools.org,0.0042783413,65,7891,8193,7540.00,0
thewritesource.com,0.004259973,104,3553,12603,21136.00,0
k12mathworksheets.com,0.0042448794,81,11473,10938,5042.00,0
lonestar.edu,0.0042428025,143,126361,577969,832336.00,7
etutorworld.com,0.004241717,70,4120,2986,6926.00,17
sharpschool.com,0.004236256,325,461178,944941,958364.00,1
mytestbook.com,0.0042235637,72,2141,540,70.00,0
benchmarkeducation.com,0.004219972,116,15216,10648,10228.00,0
tesol.org,0.004219098,106,36556,25289,64498.00,9
wyzant.com,0.004212747,369,637691,700518,855411.00,1193
homeschoolpreschool.net,0.004207207,132,20224,10501,4411.00,0
synonyms.com,0.004192801,387,332114,2082549,546040.00,0
businessenglishresources.com,0.0041695214,75,6364,3693,1049.00,0
college-homework-help.org,0.004166845,127,10901,22650,39939.00,0
craigmontchiefs.org,0.0041460576,94,4083,5876,1921.00,0
littledotseducation.com,0.0041443747,134,2857,3223,875.00,0
readbrightly.com,0.0041409004,182,124174,262981,180599.00,0
brightdrops.com,0.004136065,153,104672,323459,347911.00,0
teachercreated.com,0.0041313507,104,17910,22702,13741.00,23
scribbr.com,0.0041260915,207,76425,553673,878913.00,9
cusd80.com,0.0041162674,143,127707,270071,333019.00,0
eslpdf.com,0.004089562,88,1467,1065,526.00,0
englishforums.com,0.0040759775,206,108076,226894,58130.00,0
keystoliteracy.com,0.0040737498,116,8554,5665,7066.00,0
teachersherpa.com,0.00407371,72,5416,1724,657.00,0
kindergartenworks.com,0.0040719705,131,18719,13297,7696.00,0
augustaschools.org,0.0040626936,84,4240,4441,4518.00,0
sampletemplates.com,0.0040515657,260,173431,222305,294335.00,0
strose.edu,0.0040486464,102,28555,62126,93447.00,7
sciencetrends.com,0.0040454557,128,35270,262431,91531.00,0
ditchthattextbook.com,0.0040452755,77,16629,35133,27454.00,0
mathblaster.com,0.004036303,127,17075,46125,71221.00,0
redcatreading.com,0.004030962,106,3973,2792,859.00,0
novel-writing-help.com,0.004024185,130,11745,23693,11353.00,0
fairfaxhs.org,0.004023079,73,5290,4231,1235.00,0
proudtobeprimary.com,0.0040228865,134,34489,40561,26419.00,0
theholidayzone.com,0.004019919,102,4463,6035,609.00,0
proteacher.net,0.0040165093,137,57445,36591,15478.00,0
sps186.org,0.0040009813,130,82257,119853,138503.00,0
ef.com,0.0039963434,211,197728,253192,149894.00,103
khanacademy.org,0.0039910316,1412,1730397,14658407,20672927.00,199
kwiznet.com,0.003989515,75,4196,1112,23.00,0
smarttech.com,0.0039827744,147,77697,137845,244950.00,0
ccis.edu,0.003973954,110,42572,116906,456197.00,2429
enotes.com,0.003973794,806,1023941,1848482,424851.00,12
zaner-bloser.com,0.0039725923,101,7186,11706,5416.00,0
weebly.com,0.0039717243,3401,6987354,6199365,3921635.00,1952
wordpandit.com,0.0039644605,137,43366,119717,31310.00,0
altonschools.org,0.003962457,91,5724,11167,5908.00,0
chatham.k12.ga.us,0.003957641,113,50799,62455,67638.00,0
ccsf.edu,0.0039476193,93,47908,203470,264140.00,0
iue.edu,0.003943911,81,19411,20031,68563.00,0
duvalschools.org,0.003940769,106,72436,529592,884584.00,0
phschool.com,0.003925123,128,88391,306229,166951.00,0
cambridge.org,0.003924944,2622,3716407,47029351,33389941.00,3
sierracollege.edu,0.0039240015,108,38848,119215,123441.00,0
dadeschools.net,0.003914074,157,94642,2346316,7382429.00,0
westada.org,0.0039118724,102,64964,132677,105607.00,0
writingprompts.net,0.0038964627,218,731,943,1426.00,0
rootsofaction.com,0.003895202,115,9179,7774,8078.00,0
brainly.com,0.0038944148,360,775091,2579888,1101238.00,58
mnliteracy.org,0.003884144,98,25945,25631,13648.00,0
writingcooperative.com,0.0038806451,161,111603,216022,217490.00,0
heinemann.com,0.003878559,123,42050,74872,42846.00,36
examplanning.com,0.0038720493,107,5720,5310,3167.00,0
dearbornschools.org,0.0038709426,79,46980,105582,215707.00,0
readandspell.com,0.0038666767,108,21857,24816,22645.00,0
bsd111.org,0.0038617835,61,1186,554,91.00,0
rtsd.org,0.003861503,87,35109,50295,21049.00,0
howtospell-letterpatterns.co.uk,0.0038594063,85,7043,3983,234.00,0
lausd.net,0.0038560538,189,205234,1073529,2355689.00,0
nefec.org,0.003846418,89,6727,18388,19411.00,0
singularis.ltd.uk,0.003837731,129,899,3483,930.00,0
chino.k12.ca.us,0.0038313197,89,33853,108456,74649.00,0
pbvusd.k12.ca.us,0.0038285695,74,12094,28630,19778.00,0
effinghamschools.com,0.0038271844,94,43809,46505,13181.00,0
wssd.org,0.0038253977,91,24342,36070,42298.00,0
matchfishtank.org,0.0038190184,108,32034,18903,21133.00,396
educationtothecore.com,0.0038031514,86,8580,8817,4747.00,0
eleducation.org,0.0037952433,104,29443,23813,26540.00,162
expositorywritingprompts.com,0.003789836,132,894,825,1094.00,0
doe.k12.de.us,0.0037889525,115,47499,468300,1569627.00,0
keepsmilingenglish.com,0.0037885006,70,5343,1231,85.00,0
emcp.com,0.0037850828,83,23354,25455,25015.00,0
kau.edu.sa,0.0037830654,96,69548,24033,6717.00,0
fun-with-words.com,0.003780367,121,11240,34627,7667.00,0
developgoodhabits.com,0.003776481,161,233983,560651,751500.00,0
grammarinenglish.com,0.0037730928,81,1413,671,17.00,0
coshoctonredskins.com,0.003762051,80,7417,11003,2847.00,0
k12teacherstaffdevelopment.com,0.0037505915,83,11003,11288,13976.00,0
grammargrounds.com,0.0037488071,88,2111,813,65.00,0
mywordsearch.com,0.0037461114,99,5836,5090,2218.00,20
rhymezone.com,0.0037442283,314,690438,2313867,1378270.00,0
math-aids.com,0.003731822,178,90558,545651,438580.00,0
best-speech-topics.com,0.0037131514,135,10159,22013,22814.00,0
picklebums.com,0.003705805,99,21663,15513,9101.00,0
enago.com,0.0037023046,128,43952,50710,34576.00,15
anglomaniacy.pl,0.0036924642,94,6955,4386,3217.00,0
fabiuspompey.org,0.0036803242,69,2347,1685,407.00,0
aje.com,0.0036716724,104,25601,25468,18408.00,21
test-preparation.ca,0.0036700494,99,19148,16989,13685.00,0
floridaipdae.org,0.0036613042,72,4793,1293,300.00,0
mometrix.com,0.0036586684,192,111778,445701,721852.00,2
praclassicalacademy.com,0.0036561424,91,635,785,97.00,0
millingtonschools.org,0.0036247075,57,4993,6877,3739.00,0
imaginationsoup.net,0.003614036,125,50662,36809,20859.00,0
focus.olsztyn.pl,0.0036073779,103,6567,2925,383.00,0
csi.edu,0.0035916488,103,41073,47778,126463.00,0
teachingheart.net,0.0035831465,84,11968,9487,947.00,0
eslcafe.com,0.0035690705,121,56338,37416,18187.00,11
oxforddictionaries.com,0.0035683461,514,502772,2524247,981945.00,0
thefirstgradeparade.org,0.0035667473,94,6924,2500,1290.00,0
bkacontent.com,0.003563814,103,10701,30274,19708.00,16
susanjonesteaching.com,0.0035616073,101,4059,1286,527.00,0
mooreschools.com,0.0035595794,88,26815,74576,44375.00,0
skylinecollege.edu,0.0035551125,79,39577,65921,129310.00,0
typely.com,0.003546853,93,3595,7362,36822.00,0
theclassroomkey.com,0.0035424773,84,4507,4384,5011.00,0
ncsu.edu,0.003535961,451,1200178,1797937,2709195.00,81
palomar.edu,0.003526185,138,216038,318330,433988.00,1
elcivics.com,0.003524559,82,5651,4802,9312.00,0
nbss.ie,0.0035240406,77,7750,12308,3271.00,0
townsendpress.com,0.0035233484,72,2513,12611,1426.00,0
essaytransitionwords.org,0.0035005275,104,464,2016,17.00,0
firstschoolyears.com,0.0034993018,85,3585,1980,291.00,0
toppr.com,0.0034973745,351,442339,588378,490277.00,0
allfreeprintable.com,0.0034903348,93,8918,12504,7732.00,0
lancsngfl.ac.uk,0.0034765317,89,16076,8410,2464.00,0
essayclick.net,0.003461888,95,16429,42271,51637.00,0
studyguidezone.com,0.0034590783,86,35075,38098,65703.00,0
douglascollege.ca,0.003450565,85,24305,12130,2613.00,1
poetrysoup.com,0.0034383277,129,45037,70881,14854.00,7
educationtopia.net,0.003437155,93,3041,2564,94.00,0
free-printable-paper.com,0.0034337149,108,922,976,274.00,0
seussville.com,0.003428813,126,17824,271847,169005.00,0
bestcoloringpagesforkids.com,0.0034237162,107,26646,177044,51648.00,0
eduteach.es,0.0034191683,91,11994,9470,1298.00,0
proofreadingservices.com,0.0034113147,97,7600,7751,14174.00,7
researchparent.com,0.0034108383,76,17850,14200,7050.00,0
cardinalnewman.com,0.0034093389,61,4877,5031,5083.00,0
txstate.edu,0.0033959104,145,247820,561113,579416.00,0
